SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
NHAI,National Highways Authority of India,N8,1000,1000,1,7.39,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2021,INE906B07EH2
NHAI,National Highways Authority of India,N8,1000,1000,1,7.39,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2022,INE906B07EH2
NHAI,National Highways Authority of India,N8,1000,1000,1,7.39,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2023,INE906B07EH2
NHAI,National Highways Authority of India,N8,1000,1000,1,7.39,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2024,INE906B07EH2
NHAI,National Highways Authority of India,N8,1000,1000,1,7.39,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2025,INE906B07EH2
NHAI,National Highways Authority of India,N8,1000,1000,1,7.39,14-JAN-2016,11-JAN-2016,11-JAN-2026,,,,01-APR-2026,INE906B07EH2
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2017,INE906B07EI0
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2018,INE906B07EI0
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2019,INE906B07EI0
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2020,INE906B07EI0
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2021,INE906B07EI0
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2022,INE906B07EI0
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2023,INE906B07EI0
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2024,INE906B07EI0
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2025,INE906B07EI0
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2026,INE906B07EI0
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2027,INE906B07EI0
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2028,INE906B07EI0
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2029,INE906B07EI0
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2030,INE906B07EI0
NHAI,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2031,INE906B07EI0
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2017,INE906B07EJ8
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2018,INE906B07EJ8
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2019,INE906B07EJ8
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2020,INE906B07EJ8
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2021,INE906B07EJ8
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2022,INE906B07EJ8
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2023,INE906B07EJ8
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2024,INE906B07EJ8
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2025,INE906B07EJ8
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2026,INE906B07EJ8
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2027,INE906B07EJ8
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2028,INE906B07EJ8
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2029,INE906B07EJ8
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2030,INE906B07EJ8
NHAI,National Highways Authority of India,NA,1000,1000,1,7.6,14-JAN-2016,11-JAN-2016,11-JAN-2031,,,,01-APR-2031,INE906B07EJ8
NHAI,National Highways Authority of India,NB,1000,1000,1,7.04,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2016,INE906B07EM2
NHAI,National Highways Authority of India,NB,1000,1000,1,7.04,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2017,INE906B07EM2
NHAI,National Highways Authority of India,NB,1000,1000,1,7.04,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2018,INE906B07EM2
NHAI,National Highways Authority of India,NB,1000,1000,1,7.04,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2019,INE906B07EM2
NHAI,National Highways Authority of India,NB,1000,1000,1,7.04,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2020,INE906B07EM2
NHAI,National Highways Authority of India,NB,1000,1000,1,7.04,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2021,INE906B07EM2
NHAI,National Highways Authority of India,NB,1000,1000,1,7.04,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2022,INE906B07EM2
NHAI,National Highways Authority of India,NB,1000,1000,1,7.04,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2023,INE906B07EM2
NHAI,National Highways Authority of India,NB,1000,1000,1,7.04,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2024,INE906B07EM2
NHAI,National Highways Authority of India,NB,1000,1000,1,7.04,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2025,INE906B07EM2
NHAI,National Highways Authority of India,NB,1000,1000,1,7.04,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2026,INE906B07EM2
NHAI,National Highways Authority of India,NC,1000,1000,1,7.29,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2016,INE906B07EN0
NHAI,National Highways Authority of India,NC,1000,1000,1,7.29,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2017,INE906B07EN0
NHAI,National Highways Authority of India,NC,1000,1000,1,7.29,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2018,INE906B07EN0
NHAI,National Highways Authority of India,NC,1000,1000,1,7.29,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2019,INE906B07EN0
NHAI,National Highways Authority of India,NC,1000,1000,1,7.29,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2020,INE906B07EN0
NHAI,National Highways Authority of India,NC,1000,1000,1,7.29,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2021,INE906B07EN0
NHAI,National Highways Authority of India,NC,1000,1000,1,7.29,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2022,INE906B07EN0
NHAI,National Highways Authority of India,NC,1000,1000,1,7.29,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2023,INE906B07EN0
NHAI,National Highways Authority of India,NC,1000,1000,1,7.29,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2024,INE906B07EN0
NHAI,National Highways Authority of India,NC,1000,1000,1,7.29,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2025,INE906B07EN0
NHAI,National Highways Authority of India,NC,1000,1000,1,7.29,11-MAR-2016,09-MAR-2016,09-MAR-2026,,,,01-OCT-2026,INE906B07EN0
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2016,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2017,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2018,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2019,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2020,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2021,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2022,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2023,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2024,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2025,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2026,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2027,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2028,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2029,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2030,INE906B07EO8
NHAI,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2031,INE906B07EO8
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2016,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2017,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2018,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2019,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2020,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2021,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2022,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2023,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2024,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2025,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2026,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2027,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2028,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2029,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2030,INE906B07EP5
NHAI,National Highways Authority of India,NE,1000,1000,1,7.69,11-MAR-2016,09-MAR-2016,09-MAR-2031,,,,01-OCT-2031,INE906B07EP5
NHBTF2014,National Housing Bank,N1,5000,5000,1,8.26,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2016,INE557F07082
NHBTF2014,National Housing Bank,N1,5000,5000,1,8.26,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2017,INE557F07082
NHBTF2014,National Housing Bank,N1,5000,5000,1,8.26,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2018,INE557F07082
NHBTF2014,National Housing Bank,N1,5000,5000,1,8.26,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2019,INE557F07082
NHBTF2014,National Housing Bank,N1,5000,5000,1,8.26,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2020,INE557F07082
NHBTF2014,National Housing Bank,N1,5000,5000,1,8.26,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2021,INE557F07082
NHBTF2014,National Housing Bank,N1,5000,5000,1,8.26,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2022,INE557F07082
NHBTF2014,National Housing Bank,N1,5000,5000,1,8.26,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2023,INE557F07082
NHBTF2014,National Housing Bank,N1,5000,5000,1,8.26,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2024,INE557F07082
NHBTF2014,National Housing Bank,N2,5000,5000,1,8.63,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2016,INE557F07090
NHBTF2014,National Housing Bank,N2,5000,5000,1,8.63,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2017,INE557F07090
NHBTF2014,National Housing Bank,N2,5000,5000,1,8.63,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2018,INE557F07090
NHBTF2014,National Housing Bank,N2,5000,5000,1,8.63,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2019,INE557F07090
NHBTF2014,National Housing Bank,N2,5000,5000,1,8.63,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2020,INE557F07090
NHBTF2014,National Housing Bank,N2,5000,5000,1,8.63,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2021,INE557F07090
NHBTF2014,National Housing Bank,N2,5000,5000,1,8.63,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2022,INE557F07090
NHBTF2014,National Housing Bank,N2,5000,5000,1,8.63,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2023,INE557F07090
NHBTF2014,National Housing Bank,N2,5000,5000,1,8.63,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2024,INE557F07090
NHBTF2014,National Housing Bank,N2,5000,5000,1,8.63,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2025,INE557F07090
NHBTF2014,National Housing Bank,N2,5000,5000,1,8.63,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2026,INE557F07090
NHBTF2014,National Housing Bank,N2,5000,5000,1,8.63,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2027,INE557F07090
NHBTF2014,National Housing Bank,N2,5000,5000,1,8.63,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2028,INE557F07090
NHBTF2014,National Housing Bank,N2,5000,5000,1,8.63,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2029,INE557F07090
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2016,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2017,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2018,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2019,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2020,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2021,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2022,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2023,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2024,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2025,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2026,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2027,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2028,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2029,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2030,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2031,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2032,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2033,INE557F07108
NHBTF2014,National Housing Bank,N3,5000,5000,1,8.76,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2034,INE557F07108
NHBTF2014,National Housing Bank,N4,5000,5000,1,8.51,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2016,INE557F07116
NHBTF2014,National Housing Bank,N4,5000,5000,1,8.51,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2017,INE557F07116
NHBTF2014,National Housing Bank,N4,5000,5000,1,8.51,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2018,INE557F07116
NHBTF2014,National Housing Bank,N4,5000,5000,1,8.51,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2019,INE557F07116
NHBTF2014,National Housing Bank,N4,5000,5000,1,8.51,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2020,INE557F07116
NHBTF2014,National Housing Bank,N4,5000,5000,1,8.51,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2021,INE557F07116
NHBTF2014,National Housing Bank,N4,5000,5000,1,8.51,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2022,INE557F07116
NHBTF2014,National Housing Bank,N4,5000,5000,1,8.51,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2023,INE557F07116
NHBTF2014,National Housing Bank,N4,5000,5000,1,8.51,16-JAN-2014,13-JAN-2014,13-JAN-2024,,,,13-JAN-2024,INE557F07116
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2016,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2017,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2018,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2019,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2020,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2021,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2022,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2023,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2024,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2025,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2026,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2027,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2028,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2029,INE557F07124
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2016,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2017,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2018,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2019,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2020,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2021,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2022,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2023,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2024,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2025,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2026,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2027,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2028,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2029,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2030,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2031,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2032,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2033,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2034,INE557F07132
NHBTF2023,National Housing Bank,N1,10000,10000,1,6.82,02-APR-2013,26-MAR-2013,26-MAR-2023,,,,26-MAR-2016,INE557F07041
NHBTF2023,National Housing Bank,N1,10000,10000,1,6.82,02-APR-2013,26-MAR-2013,26-MAR-2023,,,,26-MAR-2017,INE557F07041
NHBTF2023,National Housing Bank,N1,10000,10000,1,6.82,02-APR-2013,26-MAR-2013,26-MAR-2023,,,,26-MAR-2018,INE557F07041
NHBTF2023,National Housing Bank,N1,10000,10000,1,6.82,02-APR-2013,26-MAR-2013,26-MAR-2023,,,,26-MAR-2019,INE557F07041
NHBTF2023,National Housing Bank,N1,10000,10000,1,6.82,02-APR-2013,26-MAR-2013,26-MAR-2023,,,,26-MAR-2020,INE557F07041
